#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1313   0.695168E+03  -0.424209E+02   0.746879E-06  -0.424209E+02   0.321842E+02  -0.348030E-06   0.746879E-06  -0.348030E-06   0.346687E-08
  1314   0.695317E+03  -0.432045E+02   0.754396E-06  -0.432045E+02   0.321244E+02  -0.347507E-06   0.754396E-06  -0.347507E-06   0.346125E-08
  1315   0.695528E+03  -0.439810E+02   0.762244E-06  -0.439810E+02   0.320603E+02  -0.346952E-06   0.762244E-06  -0.346952E-06   0.345563E-08
  1316   0.695800E+03  -0.447501E+02   0.770388E-06  -0.447501E+02   0.319920E+02  -0.346367E-06   0.770388E-06  -0.346367E-06   0.345003E-08
  1317   0.696132E+03  -0.455115E+02   0.778792E-06  -0.455115E+02   0.319195E+02  -0.345749E-06   0.778792E-06  -0.345749E-06   0.344444E-08
  1318   0.696524E+03  -0.462649E+02   0.787423E-06  -0.462649E+02   0.318428E+02  -0.345100E-06   0.787423E-06  -0.345100E-06   0.343886E-08
  1319   0.696975E+03  -0.470099E+02   0.796245E-06  -0.470099E+02   0.317622E+02  -0.344419E-06   0.796245E-06  -0.344419E-06   0.343329E-08
  1320   0.697483E+03  -0.477463E+02   0.805224E-06  -0.477463E+02   0.316774E+02  -0.343705E-06   0.805224E-06  -0.343705E-06   0.342774E-08
  1321   0.698049E+03  -0.484737E+02   0.814325E-06  -0.484737E+02   0.315886E+02  -0.342959E-06   0.814325E-06  -0.342959E-06   0.342219E-08
  1322   0.698672E+03  -0.491919E+02   0.823514E-06  -0.491919E+02   0.314958E+02  -0.342179E-06   0.823514E-06  -0.342179E-06   0.341666E-08
  1323   0.699350E+03  -0.499006E+02   0.832755E-06  -0.499006E+02   0.313992E+02  -0.341366E-06   0.832755E-06  -0.341366E-06   0.341113E-08
  1324   0.700083E+03  -0.505994E+02   0.842014E-06  -0.505994E+02   0.312986E+02  -0.340520E-06   0.842014E-06  -0.340520E-06   0.340562E-08
  1325   0.700868E+03  -0.512880E+02   0.851256E-06  -0.512880E+02   0.311942E+02  -0.339639E-06   0.851256E-06  -0.339639E-06   0.340012E-08
  1326   0.701707E+03  -0.519662E+02   0.860448E-06  -0.519662E+02   0.310859E+02  -0.338725E-06   0.860448E-06  -0.338725E-06   0.339462E-08
  1327   0.702597E+03  -0.526338E+02   0.869553E-06  -0.526338E+02   0.309739E+02  -0.337776E-06   0.869553E-06  -0.337776E-06   0.338914E-08
  1328   0.703538E+03  -0.532904E+02   0.878537E-06  -0.532904E+02   0.308580E+02  -0.336792E-06   0.878537E-06  -0.336792E-06   0.338367E-08
  1329   0.704528E+03  -0.539357E+02   0.887367E-06  -0.539357E+02   0.307386E+02  -0.335773E-06   0.887367E-06  -0.335773E-06   0.337821E-08
  1330   0.705567E+03  -0.545695E+02   0.896006E-06  -0.545695E+02   0.306154E+02  -0.334718E-06   0.896006E-06  -0.334718E-06   0.337276E-08
  1331   0.706654E+03  -0.551916E+02   0.904420E-06  -0.551916E+02   0.304888E+02  -0.333628E-06   0.904420E-06  -0.333628E-06   0.336732E-08
  1332   0.707787E+03  -0.558017E+02   0.912575E-06  -0.558017E+02   0.303585E+02  -0.332502E-06   0.912575E-06  -0.332502E-06   0.336189E-08
  1333   0.708965E+03  -0.563996E+02   0.920436E-06  -0.563996E+02   0.302248E+02  -0.331340E-06   0.920436E-06  -0.331340E-06   0.335647E-08
  1334   0.710188E+03  -0.569850E+02   0.927967E-06  -0.569850E+02   0.300877E+02  -0.330141E-06   0.927967E-06  -0.330141E-06   0.335106E-08
  1335   0.711454E+03  -0.575576E+02   0.935136E-06  -0.575576E+02   0.299472E+02  -0.328905E-06   0.935136E-06  -0.328905E-06   0.334566E-08
  1336   0.712762E+03  -0.581173E+02   0.941906E-06  -0.581173E+02   0.298035E+02  -0.327632E-06   0.941906E-06  -0.327632E-06   0.334027E-08
  1337   0.714111E+03  -0.586639E+02   0.948243E-06  -0.586639E+02   0.296564E+02  -0.326322E-06   0.948243E-06  -0.326322E-06   0.333489E-08
  1338   0.715501E+03  -0.591971E+02   0.954113E-06  -0.591971E+02   0.295063E+02  -0.324974E-06   0.954113E-06  -0.324974E-06   0.332952E-08
  1339   0.716929E+03  -0.597167E+02   0.959480E-06  -0.597167E+02   0.293529E+02  -0.323587E-06   0.959480E-06  -0.323587E-06   0.332416E-08
  1340   0.718394E+03  -0.602225E+02   0.964311E-06  -0.602225E+02   0.291966E+02  -0.322163E-06   0.964311E-06  -0.322163E-06   0.331880E-08
  1341   0.719896E+03  -0.607144E+02   0.968569E-06  -0.607144E+02   0.290372E+02  -0.320700E-06   0.968569E-06  -0.320700E-06   0.331346E-08
  1342   0.721433E+03  -0.611919E+02   0.972222E-06  -0.611919E+02   0.288749E+02  -0.319198E-06   0.972222E-06  -0.319198E-06   0.330813E-08
  1343   0.723004E+03  -0.616552E+02   0.975233E-06  -0.616552E+02   0.287097E+02  -0.317656E-06   0.975233E-06  -0.317656E-06   0.330281E-08
  1344   0.724607E+03  -0.621038E+02   0.977569E-06  -0.621038E+02   0.285417E+02  -0.316076E-06   0.977569E-06  -0.316076E-06   0.329749E-08
  1345   0.726243E+03  -0.625377E+02   0.979195E-06  -0.625377E+02   0.283709E+02  -0.314455E-06   0.979195E-06  -0.314455E-06   0.329219E-08
  1346   0.727908E+03  -0.629566E+02   0.980075E-06  -0.629566E+02   0.281975E+02  -0.312794E-06   0.980075E-06  -0.312794E-06   0.328689E-08
  1347   0.729602E+03  -0.633603E+02   0.980175E-06  -0.633603E+02   0.280213E+02  -0.311093E-06   0.980175E-06  -0.311093E-06   0.328160E-08
  1348   0.731324E+03  -0.637488E+02   0.979461E-06  -0.637488E+02   0.278426E+02  -0.309351E-06   0.979461E-06  -0.309351E-06   0.327633E-08
  1349   0.733072E+03  -0.641217E+02   0.977898E-06  -0.641217E+02   0.276614E+02  -0.307568E-06   0.977898E-06  -0.307568E-06   0.327106E-08
  1350   0.734846E+03  -0.644792E+02   0.975451E-06  -0.644792E+02   0.274778E+02  -0.305744E-06   0.975451E-06  -0.305744E-06   0.326580E-08
  1351   0.736643E+03  -0.648210E+02   0.972102E-06  -0.648210E+02   0.272919E+02  -0.303879E-06   0.972102E-06  -0.303879E-06   0.326055E-08
  1352   0.738463E+03  -0.651471E+02   0.967893E-06  -0.651471E+02   0.271037E+02  -0.301973E-06   0.967893E-06  -0.301973E-06   0.325530E-08
  1353   0.740307E+03  -0.654574E+02   0.962886E-06  -0.654574E+02   0.269133E+02  -0.300029E-06   0.962886E-06  -0.300029E-06   0.325007E-08
  1354   0.742165E+03  -0.657519E+02   0.957139E-06  -0.657519E+02   0.267210E+02  -0.298047E-06   0.957139E-06  -0.298047E-06   0.324484E-08
  1355   0.744047E+03  -0.660303E+02   0.950712E-06  -0.660303E+02   0.265266E+02  -0.296030E-06   0.950712E-06  -0.296030E-06   0.323963E-08
  1356   0.745946E+03  -0.662928E+02   0.943666E-06  -0.662928E+02   0.263303E+02  -0.293977E-06   0.943666E-06  -0.293977E-06   0.323442E-08
  1357   0.747862E+03  -0.665391E+02   0.936060E-06  -0.665391E+02   0.261323E+02  -0.291892E-06   0.936060E-06  -0.291892E-06   0.322922E-08
  1358   0.749794E+03  -0.667692E+02   0.927953E-06  -0.667692E+02   0.259324E+02  -0.289775E-06   0.927953E-06  -0.289775E-06   0.322403E-08
  1359   0.751736E+03  -0.669832E+02   0.919405E-06  -0.669832E+02   0.257309E+02  -0.287628E-06   0.919405E-06  -0.287628E-06   0.321885E-08
  1360   0.753687E+03  -0.671807E+02   0.910477E-06  -0.671807E+02   0.255278E+02  -0.285452E-06   0.910477E-06  -0.285452E-06   0.321368E-08
  1361   0.755646E+03  -0.673618E+02   0.901227E-06  -0.673618E+02   0.253231E+02  -0.283248E-06   0.901227E-06  -0.283248E-06   0.320851E-08
  1362   0.757622E+03  -0.675266E+02   0.891716E-06  -0.675266E+02   0.251170E+02  -0.281019E-06   0.891716E-06  -0.281019E-06   0.320336E-08
  1363   0.759599E+03  -0.676747E+02   0.882003E-06  -0.676747E+02   0.249095E+02  -0.278764E-06   0.882003E-06  -0.278764E-06   0.319821E-08
  1364   0.761585E+03  -0.678064E+02   0.872149E-06  -0.678064E+02   0.247007E+02  -0.276487E-06   0.872149E-06  -0.276487E-06   0.319308E-08
  1365   0.763579E+03  -0.679216E+02   0.862212E-06  -0.679216E+02   0.244907E+02  -0.274188E-06   0.862212E-06  -0.274188E-06   0.318795E-08
  1366   0.765566E+03  -0.680202E+02   0.852252E-06  -0.680202E+02   0.242796E+02  -0.271868E-06   0.852252E-06  -0.271868E-06   0.318283E-08
  1367   0.767562E+03  -0.681023E+02   0.842330E-06  -0.681023E+02   0.240675E+02  -0.269529E-06   0.842330E-06  -0.269529E-06   0.317772E-08
  1368   0.769558E+03  -0.681677E+02   0.832504E-06  -0.681677E+02   0.238543E+02  -0.267173E-06   0.832504E-06  -0.267173E-06   0.317262E-08
  1369   0.771548E+03  -0.682166E+02   0.822835E-06  -0.682166E+02   0.236403E+02  -0.264801E-06   0.822835E-06  -0.264801E-06   0.316753E-08
  1370   0.773545E+03  -0.682490E+02   0.813383E-06  -0.682490E+02   0.234255E+02  -0.262413E-06   0.813383E-06  -0.262413E-06   0.316245E-08
  1371   0.775527E+03  -0.682648E+02   0.804207E-06  -0.682648E+02   0.232100E+02  -0.260013E-06   0.804207E-06  -0.260013E-06   0.315737E-08
  1372   0.777510E+03  -0.682642E+02   0.795366E-06  -0.682642E+02   0.229939E+02  -0.257600E-06   0.795366E-06  -0.257600E-06   0.315231E-08
  1373   0.779486E+03  -0.682471E+02   0.786922E-06  -0.682471E+02   0.227772E+02  -0.255177E-06   0.786922E-06  -0.255177E-06   0.314725E-08
  1374   0.781454E+03  -0.682136E+02   0.778932E-06  -0.682136E+02   0.225601E+02  -0.252745E-06   0.778932E-06  -0.252745E-06   0.314221E-08
  1375   0.783407E+03  -0.681637E+02   0.771458E-06  -0.681637E+02   0.223426E+02  -0.250306E-06   0.771458E-06  -0.250306E-06   0.313717E-08
  1376   0.785352E+03  -0.680974E+02   0.764558E-06  -0.680974E+02   0.221249E+02  -0.247859E-06   0.764558E-06  -0.247859E-06   0.313214E-08
  1377   0.787289E+03  -0.680149E+02   0.758293E-06  -0.680149E+02   0.219069E+02  -0.245408E-06   0.758293E-06  -0.245408E-06   0.312712E-08
  1378   0.789211E+03  -0.679161E+02   0.752722E-06  -0.679161E+02   0.216888E+02  -0.242954E-06   0.752722E-06  -0.242954E-06   0.312211E-08
  1379   0.791117E+03  -0.678012E+02   0.747905E-06  -0.678012E+02   0.214707E+02  -0.240498E-06   0.747905E-06  -0.240498E-06   0.311711E-08
  1380   0.793001E+03  -0.676700E+02   0.743902E-06  -0.676700E+02   0.212526E+02  -0.238040E-06   0.743902E-06  -0.238040E-06   0.311212E-08
  1381   0.794876E+03  -0.675227E+02   0.740772E-06  -0.675227E+02   0.210345E+02  -0.235584E-06   0.740772E-06  -0.235584E-06   0.310714E-08
  1382   0.796727E+03  -0.673594E+02   0.738576E-06  -0.673594E+02   0.208167E+02  -0.233130E-06   0.738576E-06  -0.233130E-06   0.310217E-08
  1383   0.798555E+03  -0.671800E+02   0.737372E-06  -0.671800E+02   0.205990E+02  -0.230679E-06   0.737372E-06  -0.230679E-06   0.309721E-08
  1384   0.800360E+03  -0.669847E+02   0.737221E-06  -0.669847E+02   0.203817E+02  -0.228234E-06   0.737221E-06  -0.228234E-06   0.309225E-08
  1385   0.802149E+03  -0.667736E+02   0.738183E-06  -0.667736E+02   0.201648E+02  -0.225795E-06   0.738183E-06  -0.225795E-06   0.308731E-08
  1386   0.803913E+03  -0.665470E+02   0.740316E-06  -0.665470E+02   0.199484E+02  -0.223363E-06   0.740316E-06  -0.223363E-06   0.308237E-08
  1387   0.805646E+03  -0.663049E+02   0.743681E-06  -0.663049E+02   0.197326E+02  -0.220941E-06   0.743681E-06  -0.220941E-06   0.307745E-08
  1388   0.807356E+03  -0.660475E+02   0.748338E-06  -0.660475E+02   0.195175E+02  -0.218530E-06   0.748338E-06  -0.218530E-06   0.307253E-08
  1389   0.809033E+03  -0.657750E+02   0.754347E-06  -0.657750E+02   0.193032E+02  -0.216131E-06   0.754347E-06  -0.216131E-06   0.306762E-08
  1390   0.810687E+03  -0.654874E+02   0.761766E-06  -0.654874E+02   0.190897E+02  -0.213745E-06   0.761766E-06  -0.213745E-06   0.306272E-08
  1391   0.812308E+03  -0.651850E+02   0.770656E-06  -0.651850E+02   0.188771E+02  -0.211374E-06   0.770656E-06  -0.211374E-06   0.305784E-08
  1392   0.813898E+03  -0.648677E+02   0.781077E-06  -0.648677E+02   0.186656E+02  -0.209019E-06   0.781077E-06  -0.209019E-06   0.305296E-08
  1393   0.815463E+03  -0.645359E+02   0.793088E-06  -0.645359E+02   0.184551E+02  -0.206682E-06   0.793088E-06  -0.206682E-06   0.304809E-08
  1394   0.816989E+03  -0.641895E+02   0.806748E-06  -0.641895E+02   0.182457E+02  -0.204364E-06   0.806748E-06  -0.204364E-06   0.304323E-08
  1395   0.818474E+03  -0.638289E+02   0.822119E-06  -0.638289E+02   0.180375E+02  -0.202067E-06   0.822119E-06  -0.202067E-06   0.303838E-08
  1396   0.819928E+03  -0.634539E+02   0.839259E-06  -0.634539E+02   0.178306E+02  -0.199792E-06   0.839259E-06  -0.199792E-06   0.303353E-08
  1397   0.821349E+03  -0.630649E+02   0.858228E-06  -0.630649E+02   0.176251E+02  -0.197540E-06   0.858228E-06  -0.197540E-06   0.302870E-08
  1398   0.822722E+03  -0.626618E+02   0.879086E-06  -0.626618E+02   0.174210E+02  -0.195313E-06   0.879086E-06  -0.195313E-06   0.302388E-08
  1399   0.824062E+03  -0.622451E+02   0.901893E-06  -0.622451E+02   0.172183E+02  -0.193112E-06   0.901893E-06  -0.193112E-06   0.301907E-08
  1400   0.825355E+03  -0.618149E+02   0.926708E-06  -0.618149E+02   0.170172E+02  -0.190938E-06   0.926708E-06  -0.190938E-06   0.301427E-08
  1401   0.826615E+03  -0.613714E+02   0.953570E-06  -0.613714E+02   0.168178E+02  -0.188793E-06   0.953570E-06  -0.188793E-06   0.300947E-08
  1402   0.827827E+03  -0.609147E+02   0.982435E-06  -0.609147E+02   0.166201E+02  -0.186676E-06   0.982435E-06  -0.186676E-06   0.300469E-08
  1403   0.828999E+03  -0.604452E+02   0.101324E-05  -0.604452E+02   0.164240E+02  -0.184585E-06   0.101324E-05  -0.184585E-06   0.299991E-08
  1404   0.830131E+03  -0.599630E+02   0.104592E-05  -0.599630E+02   0.162299E+02  -0.182519E-06   0.104592E-05  -0.182519E-06   0.299515E-08
  1405   0.831215E+03  -0.594683E+02   0.108040E-05  -0.594683E+02   0.160376E+02  -0.180476E-06   0.108040E-05  -0.180476E-06   0.299039E-08
  1406   0.832252E+03  -0.589613E+02   0.111663E-05  -0.589613E+02   0.158474E+02  -0.178455E-06   0.111663E-05  -0.178455E-06   0.298565E-08
  1407   0.833242E+03  -0.584423E+02   0.115454E-05  -0.584423E+02   0.156591E+02  -0.176455E-06   0.115454E-05  -0.176455E-06   0.298091E-08
  1408   0.834193E+03  -0.579115E+02   0.119406E-05  -0.579115E+02   0.154730E+02  -0.174474E-06   0.119406E-05  -0.174474E-06   0.297618E-08
  1409   0.835089E+03  -0.573692E+02   0.123512E-05  -0.573692E+02   0.152889E+02  -0.172511E-06   0.123512E-05  -0.172511E-06   0.297147E-08
  1410   0.835946E+03  -0.568155E+02   0.127767E-05  -0.568155E+02   0.151071E+02  -0.170565E-06   0.127767E-05  -0.170565E-06   0.296676E-08
  1411   0.836748E+03  -0.562506E+02   0.132164E-05  -0.562506E+02   0.149275E+02  -0.168633E-06   0.132164E-05  -0.168633E-06   0.296206E-08
  1412   0.837505E+03  -0.556749E+02   0.136697E-05  -0.556749E+02   0.147502E+02  -0.166715E-06   0.136697E-05  -0.166715E-06   0.295737E-08
  1413   0.838207E+03  -0.550886E+02   0.141358E-05  -0.550886E+02   0.145754E+02  -0.164810E-06   0.141358E-05  -0.164810E-06   0.295268E-08
  1414   0.838863E+03  -0.544921E+02   0.146141E-05  -0.544921E+02   0.144030E+02  -0.162915E-06   0.146141E-05  -0.162915E-06   0.294801E-08
  1415   0.839465E+03  -0.538855E+02   0.151041E-05  -0.538855E+02   0.142330E+02  -0.161030E-06   0.151041E-05  -0.161030E-06   0.294335E-08
  1416   0.840022E+03  -0.532692E+02   0.156049E-05  -0.532692E+02   0.140656E+02  -0.159153E-06   0.156049E-05  -0.159153E-06   0.293869E-08
  1417   0.840525E+03  -0.526435E+02   0.161161E-05  -0.526435E+02   0.139009E+02  -0.157282E-06   0.161161E-05  -0.157282E-06   0.293405E-08
  1418   0.840982E+03  -0.520086E+02   0.166369E-05  -0.520086E+02   0.137388E+02  -0.155417E-06   0.166369E-05  -0.155417E-06   0.292941E-08
  1419   0.841386E+03  -0.513648E+02   0.171667E-05  -0.513648E+02   0.135795E+02  -0.153556E-06   0.171667E-05  -0.153556E-06   0.292478E-08
  1420   0.841737E+03  -0.507125E+02   0.177048E-05  -0.507125E+02   0.134229E+02  -0.151697E-06   0.177048E-05  -0.151697E-06   0.292016E-08
  1421   0.842035E+03  -0.500518E+02   0.182506E-05  -0.500518E+02   0.132691E+02  -0.149839E-06   0.182506E-05  -0.149839E-06   0.291555E-08
  1422   0.842281E+03  -0.493830E+02   0.188034E-05  -0.493830E+02   0.131182E+02  -0.147981E-06   0.188034E-05  -0.147981E-06   0.291095E-08
  1423   0.842481E+03  -0.487065E+02   0.193626E-05  -0.487065E+02   0.129702E+02  -0.146121E-06   0.193626E-05  -0.146121E-06   0.290635E-08
  1424   0.842622E+03  -0.480224E+02   0.199276E-05  -0.480224E+02   0.128252E+02  -0.144259E-06   0.199276E-05  -0.144259E-06   0.290177E-08
  1425   0.842709E+03  -0.473311E+02   0.204976E-05  -0.473311E+02   0.126832E+02  -0.142391E-06   0.204976E-05  -0.142391E-06   0.289719E-08
  1426   0.842745E+03  -0.466328E+02   0.210721E-05  -0.466328E+02   0.125442E+02  -0.140518E-06   0.210721E-05  -0.140518E-06   0.289262E-08
  1427   0.842721E+03  -0.459279E+02   0.216504E-05  -0.459279E+02   0.124082E+02  -0.138638E-06   0.216504E-05  -0.138638E-06   0.288806E-08
  1428   0.842645E+03  -0.452165E+02   0.222318E-05  -0.452165E+02   0.122754E+02  -0.136749E-06   0.222318E-05  -0.136749E-06   0.288351E-08
  1429   0.842517E+03  -0.444991E+02   0.228157E-05  -0.444991E+02   0.121457E+02  -0.134850E-06   0.228157E-05  -0.134850E-06   0.287896E-08
  1430   0.842338E+03  -0.437759E+02   0.234014E-05  -0.437759E+02   0.120192E+02  -0.132939E-06   0.234014E-05  -0.132939E-06   0.287443E-08
  1431   0.842099E+03  -0.430472E+02   0.239883E-05  -0.430472E+02   0.118960E+02  -0.131016E-06   0.239883E-05  -0.131016E-06   0.286990E-08
  1432   0.841809E+03  -0.423132E+02   0.245758E-05  -0.423132E+02   0.117760E+02  -0.129078E-06   0.245758E-05  -0.129078E-06   0.286538E-08
  1433   0.841460E+03  -0.415744E+02   0.251632E-05  -0.415744E+02   0.116593E+02  -0.127125E-06   0.251632E-05  -0.127125E-06   0.286087E-08
  1434   0.841059E+03  -0.408309E+02   0.257498E-05  -0.408309E+02   0.115459E+02  -0.125155E-06   0.257498E-05  -0.125155E-06   0.285637E-08
  1435   0.840600E+03  -0.400832E+02   0.263349E-05  -0.400832E+02   0.114359E+02  -0.123166E-06   0.263349E-05  -0.123166E-06   0.285187E-08
  1436   0.840090E+03  -0.393315E+02   0.269181E-05  -0.393315E+02   0.113292E+02  -0.121157E-06   0.269181E-05  -0.121157E-06   0.284738E-08
  1437   0.839522E+03  -0.385760E+02   0.274985E-05  -0.385760E+02   0.112259E+02  -0.119128E-06   0.274985E-05  -0.119128E-06   0.284290E-08
  1438   0.838895E+03  -0.378172E+02   0.280755E-05  -0.378172E+02   0.111260E+02  -0.117075E-06   0.280755E-05  -0.117075E-06   0.283843E-08
  1439   0.838217E+03  -0.370552E+02   0.286486E-05  -0.370552E+02   0.110297E+02  -0.114999E-06   0.286486E-05  -0.114999E-06   0.283397E-08
  1440   0.837489E+03  -0.362905E+02   0.292170E-05  -0.362905E+02   0.109367E+02  -0.112897E-06   0.292170E-05  -0.112897E-06   0.282951E-08
  1441   0.836704E+03  -0.355232E+02   0.297800E-05  -0.355232E+02   0.108473E+02  -0.110769E-06   0.297800E-05  -0.110769E-06   0.282507E-08
  1442   0.835860E+03  -0.347537E+02   0.303371E-05  -0.347537E+02   0.107614E+02  -0.108612E-06   0.303371E-05  -0.108612E-06   0.282062E-08
  1443   0.834959E+03  -0.339823E+02   0.308877E-05  -0.339823E+02   0.106789E+02  -0.106426E-06   0.308877E-05  -0.106426E-06   0.281619E-08
  1444   0.834007E+03  -0.332093E+02   0.314309E-05  -0.332093E+02   0.106000E+02  -0.104208E-06   0.314309E-05  -0.104208E-06   0.281177E-08
  1445   0.832998E+03  -0.324349E+02   0.319663E-05  -0.324349E+02   0.105247E+02  -0.101958E-06   0.319663E-05  -0.101958E-06   0.280735E-08
  1446   0.831932E+03  -0.316594E+02   0.324930E-05  -0.316594E+02   0.104529E+02  -0.996750E-07   0.324930E-05  -0.996750E-07   0.280294E-08
  1447   0.830816E+03  -0.308833E+02   0.330106E-05  -0.308833E+02   0.103847E+02  -0.973563E-07   0.330106E-05  -0.973563E-07   0.279854E-08
  1448   0.829644E+03  -0.301067E+02   0.335183E-05  -0.301067E+02   0.103201E+02  -0.950011E-07   0.335183E-05  -0.950011E-07   0.279414E-08
  1449   0.828414E+03  -0.293301E+02   0.340156E-05  -0.293301E+02   0.102591E+02  -0.926079E-07   0.340156E-05  -0.926079E-07   0.278975E-08
  1450   0.827135E+03  -0.285536E+02   0.345016E-05  -0.285536E+02   0.102017E+02  -0.901754E-07   0.345016E-05  -0.901754E-07   0.278537E-08
  1451   0.825806E+03  -0.277776E+02   0.349759E-05  -0.277776E+02   0.101479E+02  -0.877025E-07   0.349759E-05  -0.877025E-07   0.278100E-08
  1452   0.824421E+03  -0.270025E+02   0.354379E-05  -0.270025E+02   0.100977E+02  -0.851896E-07   0.354379E-05  -0.851896E-07   0.277663E-08
  1453   0.822979E+03  -0.262285E+02   0.358871E-05  -0.262285E+02   0.100511E+02  -0.826375E-07   0.358871E-05  -0.826375E-07   0.277227E-08
